Borough,Neighborhood,Building Class Category,Tax Class As Of Final Roll 18/1,Block,Lot,Ease-Ment,Building Class As Of Final Roll 18/1,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5425,9, ,B2,4678 HYLAN BOULEVARD                     ,            ,10312,2,0,2,5742,1906,1982,1,B2,0,2003-04-17 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,75, ,B9,181 MOSELY AVENUE                        ,            ,10312,2,0,2,3250,2008,1986,1,B9,305000,2003-06-30 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,30, ,B9,12,            ,10312,2,0,2,3870,2200,2000,1,B9,0,2003-09-05 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,96, ,B2,1106 ARDEN AVENUE                        ,            ,10312,2,0,2,4470,3500,2000,1,B2,550000,2003-12-19 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,114, ,B2,1160 ARDEN AVENUE                        ,            ,10312,2,0,2,19950,1216,1910,1,B2,780000,2003-05-13 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6215,15, ,B2,161 BARCLAY AVENUE                       ,            ,10312,2,0,2,5000,2432,1965,1,B2,547000,2003-07-01 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6228,50, ,B2,127 DETROIT AVENUE                       ,            ,10312,2,0,2,6000,3124,1987,1,B2,685000,2003-04-22 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6229,41, ,B2,694 ARDEN AVENUE                         ,            ,10312,2,0,2,8000,4910,2002,1,B2,539672,2003-09-26 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6233,70, ,B2,165 RATHBUN AVENUE                       ,            ,10312,2,0,2,4000,2800,2002,1,B2,590485,2003-07-10 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6234,41, ,B2,570 ARDEN AVENUE                         ,            ,10312,2,0,2,7800,3389,1947,1,B2,0,2003-01-15 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6234,73, ,B2,221 RENSSELAER AVENUE                    ,            ,10312,2,0,2,4000,2800,1996,1,B2,615000,2003-11-20 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6237,70, ,B1,191 STAFFORD AVENUE                      ,            ,10312,2,0,2,5000,3208,1970,1,B1,510000,2003-03-17 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6238,29, ,B2,228 CROWN AVENUE                         ,            ,10312,2,0,2,8000,5286,1986,1,B2,999500,2003-05-07 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6239,58, ,B2,205 CROWN AVENUE                         ,            ,10312,2,0,2,6450,2548,1980,1,B2,0,2003-06-19 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6242,42, ,B2,162 BARCLAY AVENUE                       ,            ,10312,2,0,2,4235,3175,2000,1,B2,40000,2003-03-26 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6243,35, ,B2,38 SHERIDAN PLACE                        ,            ,10312,2,0,2,8250,4140,1960,1,B1,530000,2003-02-07 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6249,247, ,B2,132 NORTH PINE TERRACE                   ,            ,10312,2,0,2,4000,2008,1965,1,B2,0,2003-03-31 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6250,5, ,B2,245 ALBEE AVENUE                         ,            ,10312,2,0,2,4040,1952,1970,1,B2,0,2003-08-13 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6250,5, ,B2,245 ALBEE AVENUE                         ,            ,10312,2,0,2,4040,1952,1970,1,B2,0,2003-07-17 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6250,18, ,B2,122 BENNETT AVENUE                       ,            ,10312,2,0,2,4290,1952,1970,1,B2,450000,2003-08-14 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6252,21, ,B2,22 BUFFINGTON AVENUE                     ,            ,10312,2,0,2,6000,2440,1986,1,B2,665000,2003-10-14 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6252,68, ,B2,53 DOWNES AVENUE                         ,            ,10312,2,0,2,4000,2844,1986,1,B2,395000,2003-07-29 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6252,70, ,B2,57 DOWNES AVENUE                         ,            ,10312,2,0,2,6000,3240,1986,1,B2,0,2003-03-24 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,8, ,B2,124 NORTH RAILROAD ST                    ,            ,10312,2,0,2,8000,3000,1980,1,B2,0,2003-02-04 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,34, ,B2,70 NORTH RAILROAD ST                     ,            ,10312,2,0,2,6100,3040,1991,1,B2,0,2003-11-07 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,108, ,A1,93 SOUTH RAILROAD ST                     ,            ,10312,1,0,1,4800,3646,1993,1,B2,0,2003-01-03 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,108, ,A1,93 SOUTH RAILROAD ST                     ,            ,10312,1,0,1,4800,3646,1993,1,B2,0,2003-01-03 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6261,69, ,B2,257 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,5000,2310,1970,1,B2,515000,2003-12-16 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6264,11, ,B2,250 RATHBUN AVENUE                       ,            ,10312,2,0,2,7200,2200,1986,1,B2,540000,2003-05-12 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6264,15, ,B2,242 RATHBUN AVENUE                       ,            ,10312,2,0,2,5960,2200,1986,1,B2,0,2003-02-21 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6267,17, ,B2,212 SINCLAIR AVENUE                      ,            ,10312,2,0,2,4000,2600,1999,1,B2,0,2003-08-21 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6268,40, ,B2,376 JEFFERSON BOULEVARD                  ,            ,10312,2,0,2,4000,2800,2002,1,B2,570220,2003-04-23 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6268,44, ,B2,183 SINCLAIR AVENUE                      ,            ,10312,2,0,2,4000,3150,2002,1,B2,601876,2003-05-22 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6270,23, ,A1,302-98 CROWN AVENUE                      ,            ,10312,1,0,1,4000,2425,2003,1,B2,446160,2003-12-08 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6271,17, ,B2,462 JEFFERSON BOULEVARD                  ,            ,10312,2,0,2,12000,3138,2011,1,B2,0,2003-01-27 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6273,1, ,B2,766 WOODROW ROAD                         ,            ,10312,2,0,2,10143,2968,1983,1,B2,0,2003-12-16 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6277,70, ,B2,332 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,8000,4233,1985,1,B2,0,2003-04-11 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6277,74, ,B2,326 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,6000,3405,1985,1,B2,0,2003-01-07 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6278,20, ,B2,311 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,4000,2619,1982,1,B2,499000,2003-10-23 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6278,22, ,A1,315 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,2500,1975,1,B2,505000,2003-09-25 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6283,34, ,B2,69 ALBEE AVENUE                          ,            ,10312,2,0,2,7647,3984,1985,1,B2,0,2003-12-24 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6283,37, ,B2,61 ALBEE AVENUE                          ,            ,10312,2,0,2,7220,3984,1985,1,B2,0,2003-12-24 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6291,33, ,B2,65 HEENAN AVENUE                         ,            ,10312,2,0,2,4000,2296,1974,1,B2,0,2003-12-17 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6299,3, ,B2,438 RATHBUN AVENUE                       ,            ,10312,2,0,2,4000,2680,1984,1,B2,547000,2003-07-25 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6299,50, ,B2,97 RAMONA AVENUE                         ,            ,10312,2,0,2,6000,2050,1985,1,B2,615000,2003-10-24 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6299,71, ,B2,237 DELMAR AVENUE                        ,            ,10312,2,0,2,4000,2050,1985,1,B2,0,2003-09-16 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6300,45, ,B2,403 RATHBUN AVENUE                       ,            ,10312,2,0,2,8000,3740,1970,1,B2,610000,2003-04-23 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6302,71, ,B2,470 SINCLAIR AVENUE                      ,            ,10312,2,0,2,4800,2280,1985,1,B2,100000,2003-01-21 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6305,45, ,B1,88 BELFIELD AVENUE                       ,            ,10312,2,0,2,10862,3664,1986,1,B1,0,2003-12-17 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6354,17, ,B2,124 RYAN PLACE                           ,            ,10312,2,0,2,5000,3290,1986,1,B2,0,2003-10-23 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6356,14, ,B2,41 BENNETT PLACE                         ,            ,10312,2,0,2,16800,7242,1986,1,B2,1300000,2003-06-04 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6356,62, ,B9,426 HAROLD AVENUE                        ,            ,10312,2,0,2,4169,2680,1996,1,B9,0,2003-03-09 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6357,61, ,B9,62 BENNETT PLACE                         ,            ,10312,2,0,2,4000,2200,1986,1,B9,5082,2003-05-09 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6360,22, ,B2,601 BARCLAY AVENUE                       ,            ,10312,2,0,2,6000,3410,1984,1,B2,765000,2003-04-28 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6360,64, ,B2,72 RYAN PLACE                            ,            ,10312,2,0,2,4002,3800,1987,1,B2,555000,2003-12-05 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6407,6, ,B9,265 NOEL STREET                          ,            ,10312,2,0,2,10040,3395,1987,1,B9,805000,2003-09-15 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6422,9, ,B9,706 SYCAMORE STREET                      ,            ,10312,2,0,2,8016,5948,1992,1,B9,0,2003-09-03 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6424,53, ,B2,81 RAE AVENUE                            ,            ,10312,2,0,2,5000,2352,1975,1,B2,0,2003-04-10 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6425,44, ,B2,193 EDWIN STREET                         ,            ,10312,2,0,2,4000,2736,1989,1,B2,0,2003-03-19 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6455,6, ,B2,4 LYNCH STREET                           ,            ,10312,2,0,2,4980,3632,1987,1,B2,0,2003-12-31 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6456,56, ,B2,405 BERTRAM AVENUE                       ,            ,10312,2,0,2,5400,2889,1990,1,B2,0,2003-03-19 00:00:00
5,ANNADALE                 ,03  THREE FAMILY HOMES                      ,1,6243,11, ,C0,19 MOSLEY AVENUE                         ,            ,10312,3,0,3,9300,2986,1984,1,C0,0,2003-03-28 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,5404,16, ,V0,NOEL STREET                              ,            ,10312,0,0,0,5000,0,0,1,V0,300000,2003-02-07 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,5407,38, ,  ,183 BATHGATE STREET                      ,            ,10312,0,0,0,0,0,0,1,V0,352000,2003-01-22 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,5407,38, ,  ,183 BATHGATE STREET                      ,            ,10312,0,0,0,0,0,0,1,V0,352000,2003-01-22 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6205,83, ,A1,SEGUINE PLACE                            ,            ,10312,1,0,1,3989,3200,2004,1,V0,227500,2003-05-21 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6205,83, ,A1,SEGUINE PLACE                            ,            ,10312,1,0,1,3989,3200,2004,1,V0,175000,2003-01-31 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6205,200, ,V0,MOSELY AVENUE                            ,            ,10312,0,0,0,87194,0,0,1,V0,0,2003-01-31 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6209,1, ,V0,MOSELY AVENUE                            ,            ,10312,0,0,0,6990,0,0,1,V0,0,2003-01-31 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6212,57, ,A5,LORRAINE AVENUE                          ,            ,10312,1,0,1,2400,2048,2005,1,V0,375000,2003-09-24 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6212,57, ,A5,LORRAINE AVENUE                          ,            ,10312,1,0,1,2400,2048,2005,1,V0,185000,2003-02-10 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6212,60, ,A5,LORRAINE AVENUE                          ,            ,10312,1,0,1,1650,2048,2004,1,V0,375000,2003-09-24 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6212,60, ,A5,LORRAINE AVENUE                          ,            ,10312,1,0,1,1650,2048,2004,1,V0,185000,2003-02-10 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,6221,41, ,  ,JEANNETTE AVENUE                         ,            ,10312,0,0,0,0,0,0,1,V0,485000,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,6221,43, ,  ,JEANNETTE AVENUE                         ,            ,10312,0,0,0,0,0,0,1,V0,485000,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,6221,49, ,  ,JEANNETTE AVENUE                         ,            ,10312,0,0,0,0,0,0,1,V0,485000,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6221,51, ,A5,JEANNETTE AVENUE                         ,            ,10312,1,0,1,2400,2030,2004,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6221,61, ,A1,JEANNETTE AVENUE                         ,            ,10312,1,0,1,4640,3150,2006,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6222,26, ,B9,JEANNETTE AVENUE                         ,            ,10312,2,0,2,2825,2250,2004,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,6222,28, ,  ,JEANNETTE AVENUE                         ,            ,10312,0,0,0,0,0,0,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,6222,30, ,  ,JEANNETTE AVENUE                         ,            ,10312,0,0,0,0,0,0,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,6222,32, ,  ,JEANNETTE AVENUE                         ,            ,10312,0,0,0,0,0,0,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,6222,34, ,  ,JEANNETTE AVENUE                         ,            ,10312,0,0,0,0,0,0,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6222,36, ,A5,JEANNETTE AVENUE                         ,            ,10312,1,0,1,2400,1650,2004,1,V0,0,2003-03-20 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6233,66, ,B2,RATHBUN AVENUE                           ,            ,10312,2,0,2,4000,2570,2006,1,V0,0,2003-05-06 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6233,68, ,B2,RATHBUN AVENUE                           ,            ,10312,2,0,2,4000,2570,2006,1,V0,0,2003-05-06 00:00:00
5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6240,75, ,B2,AMBOY ROAD                               ,            ,10312,2,0,2,58154,2800,2005,1,V0,76000,2003-07-08 00:00:00
